video_path,time_offset,label,bounding_box,x,y
/videos/video_001.mp4,597.0,ball,"836,198,1256,198,1256,438,836,438",523,159.0
/videos/video_001.mp4,598.0,ball,"822,198,1242,198,1242,438,822,438",516,159.0
/videos/video_001.mp4,599.0,ball,"818,194,1238,194,1238,434,818,434",514,157.0
/videos/video_001.mp4,600.0,ball,"816,196,1236,196,1236,436,816,436",513,158.0
/videos/video_001.mp4,601.0,ball,"824,198,1244,198,1244,438,824,438",517,159.0
/videos/video_001.mp4,602.0,ball,"834,210,1254,210,1254,450,834,450",522,165.0
/videos/video_001.mp4,603.0,ball,"832,220,1252,220,1252,460,832,460",521,170.0
/videos/video_001.mp4,604.0,ball,"810,214,1230,214,1230,454,810,454",510,167.0
/videos/video_001.mp4,605.0,ball,"780,202,1200,202,1200,442,780,442",495,161.0
/videos/video_001.mp4,606.0,ball,"768,192,1188,192,1188,432,768,432",489,156.0
/videos/video_001.mp4,607.0,ball,"754,188,1174,188,1174,428,754,428",482,154.0
/videos/video_001.mp4,608.0,ball,"742,180,1162,180,1162,420,742,420",476,150.0
/videos/video_001.mp4,609.0,ball,"734,180,1154,180,1154,420,734,420",472,150.0
/videos/video_001.mp4,610.0,ball,"720,172,1140,172,1140,412,720,412",465,146.0
/videos/video_001.mp4,611.0,ball,"720,168,1140,168,1140,408,720,408",465,144.0
/videos/video_001.mp4,612.0,ball,"730,184,1150,184,1150,424,730,424",470,152.0
/videos/video_001.mp4,613.0,ball,"728,200,1148,200,1148,440,728,440",469,160.0
/videos/video_001.mp4,614.0,ball,"718,200,1138,200,1138,440,718,440",464,160.0
/videos/video_001.mp4,615.0,ball,"720,198,1140,198,1140,438,720,438",465,159.0
/videos/video_001.mp4,616.0,ball,"712,192,1132,192,1132,432,712,432",461,156.0
/videos/video_001.mp4,617.0,ball,"720,198,1140,198,1140,438,720,438",465,159.0
/videos/video_001.mp4,618.0,ball,"720,200,1140,200,1140,440,720,440",465,160.0
/videos/video_001.mp4,619.0,ball,"718,200,1138,200,1138,440,718,440",464,160.0
/videos/video_001.mp4,620.0,ball,"722,194,1142,194,1142,434,722,434",466,157.0
/videos/video_001.mp4,621.0,ball,"824,170,1244,170,1244,410,824,410",517,145.0
/videos/video_001.mp4,623.0,ball,"814,184,1234,184,1234,424,814,424",512,152.0
/videos/video_001.mp4,624.0,ball,"808,180,1228,180,1228,420,808,420",509,150.0
/videos/video_001.mp4,625.0,ball,"816,182,1236,182,1236,422,816,422",513,151.0
/videos/video_001.mp4,626.0,ball,"822,188,1242,188,1242,428,822,428",516,154.0
/videos/video_001.mp4,627.0,ball,"818,182,1238,182,1238,422,818,422",514,151.0
/videos/video_001.mp4,628.0,ball,"818,184,1238,184,1238,424,818,424",514,152.0
/videos/video_001.mp4,629.0,ball,"818,182,1238,182,1238,422,818,422",514,151.0
/videos/video_001.mp4,630.0,ball,"818,182,1238,182,1238,422,818,422",514,151.0
/videos/video_001.mp4,631.0,ball,"818,182,1238,182,1238,422,818,422",514,151.0
/videos/video_001.mp4,632.0,ball,"824,180,1244,180,1244,420,824,420",517,150.0
/videos/video_001.mp4,633.0,ball,"820,180,1240,180,1240,420,820,420",515,150.0
/videos/video_001.mp4,634.0,ball,"828,188,1248,188,1248,428,828,428",519,154.0
/videos/video_001.mp4,635.0,ball,"596,94,1016,94,1016,334,596,334",403,107.0
/videos/video_001.mp4,636.0,ball,"608,98,1028,98,1028,338,608,338",409,109.0
/videos/video_001.mp4,637.0,ball,"646,104,1066,104,1066,344,646,344",428,112.0
/videos/video_001.mp4,638.0,ball,"662,110,1082,110,1082,350,662,350",436,115.0
/videos/video_001.mp4,639.0,ball,"662,114,1082,114,1082,354,662,354",436,117.0
/videos/video_001.mp4,640.0,ball,"672,116,1092,116,1092,356,672,356",441,118.0
/videos/video_001.mp4,641.0,ball,"648,112,1068,112,1068,352,648,352",429,116.0
/videos/video_001.mp4,642.0,ball,"666,118,1086,118,1086,358,666,358",438,119.0
/videos/video_001.mp4,643.0,ball,"654,120,1074,120,1074,360,654,360",432,120.0
/videos/video_001.mp4,644.0,ball,"660,124,1080,124,1080,364,660,364",435,122.0
/videos/video_001.mp4,645.0,ball,"654,128,1074,128,1074,368,654,368",432,124.0
/videos/video_001.mp4,646.0,ball,"658,132,1078,132,1078,372,658,372",434,126.0
/videos/video_001.mp4,648.0,ball,"702,162,1122,162,1122,402,702,402",456,141.0
/videos/video_001.mp4,649.0,ball,"762,194,1182,194,1182,434,762,434",486,157.0
/videos/video_001.mp4,650.0,ball,"728,174,1148,174,1148,414,728,414",469,147.0
/videos/video_001.mp4,651.0,ball,"698,152,1118,152,1118,392,698,392",454,136.0
/videos/video_001.mp4,652.0,ball,"668,142,1088,142,1088,382,668,382",439,131.0
/videos/video_001.mp4,653.0,ball,"644,152,1064,152,1064,392,644,392",427,136.0
/videos/video_001.mp4,654.0,ball,"576,100,996,100,996,340,576,340",393,110.0
/videos/video_001.mp4,655.0,ball,"614,114,1034,114,1034,354,614,354",412,117.0
/videos/video_001.mp4,656.0,ball,"558,86,978,86,978,326,558,326",384,103.0
/videos/video_001.mp4,657.0,ball,"568,78,988,78,988,318,568,318",389,99.0
/videos/video_001.mp4,658.0,ball,"830,200,1250,200,1250,440,830,440",520,160.0
/videos/video_001.mp4,659.0,ball,"612,104,1032,104,1032,344,612,344",411,112.0
/videos/video_001.mp4,660.0,ball,"630,112,1050,112,1050,352,630,352",420,116.0
/videos/video_001.mp4,661.0,ball,"638,112,1058,112,1058,352,638,352",424,116.0
/videos/video_001.mp4,662.0,ball,"742,156,1162,156,1162,396,742,396",476,138.0
/videos/video_001.mp4,663.0,ball,"830,196,1250,196,1250,436,830,436",520,158.0
/videos/video_001.mp4,664.0,ball,"612,112,1032,112,1032,352,612,352",411,116.0
/videos/video_001.mp4,665.0,ball,"542,82,962,82,962,322,542,322",376,101.0
/videos/video_001.mp4,666.0,ball,"974,434,1280,434,1280,674,974,674",592,277.0
/videos/video_001.mp4,667.0,ball,"964,440,1280,440,1280,680,964,680",587,280.0
/videos/video_001.mp4,668.0,ball,"972,438,1280,438,1280,678,972,678",591,279.0
/videos/video_001.mp4,669.0,ball,"970,432,1280,432,1280,672,970,672",590,276.0
/videos/video_001.mp4,670.0,ball,"950,392,1280,392,1280,632,950,632",580,256.0
/videos/video_001.mp4,671.0,ball,"932,374,1280,374,1280,614,932,614",571,247.0
/videos/video_001.mp4,672.0,ball,"882,266,1280,266,1280,506,882,506",546,193.0
/videos/video_001.mp4,673.0,ball,"624,98,1044,98,1044,338,624,338",417,109.0
/videos/video_001.mp4,674.0,ball,"510,72,930,72,930,312,510,312",360,96.0
/videos/video_001.mp4,675.0,ball,"634,140,1054,140,1054,380,634,380",422,130.0
/videos/video_001.mp4,676.0,ball,"868,198,1280,198,1280,438,868,438",539,159.0
/videos/video_001.mp4,677.0,ball,"586,128,1006,128,1006,368,586,368",398,124.0
/videos/video_001.mp4,678.0,ball,"854,220,1274,220,1274,460,854,460",532,170.0
/videos/video_001.mp4,679.0,ball,"580,152,1000,152,1000,392,580,392",395,136.0
/videos/video_001.mp4,680.0,ball,"582,164,1002,164,1002,404,582,404",396,142.0
/videos/video_001.mp4,681.0,ball,"592,178,1012,178,1012,418,592,418",401,149.0
/videos/video_001.mp4,682.0,ball,"604,178,1024,178,1024,418,604,418",407,149.0
/videos/video_001.mp4,683.0,ball,"618,178,1038,178,1038,418,618,418",414,149.0
/videos/video_001.mp4,684.0,ball,"786,212,1206,212,1206,452,786,452",498,166.0
/videos/video_001.mp4,685.0,ball,"832,214,1252,214,1252,454,832,454",521,167.0
/videos/video_001.mp4,686.0,ball,"830,212,1250,212,1250,452,830,452",520,166.0
/videos/video_001.mp4,687.0,ball,"744,182,1164,182,1164,422,744,422",477,151.0
/videos/video_001.mp4,688.0,ball,"636,118,1056,118,1056,358,636,358",423,119.0
/videos/video_001.mp4,689.0,ball,"598,128,1018,128,1018,368,598,368",404,124.0
/videos/video_001.mp4,690.0,ball,"600,134,1020,134,1020,374,600,374",405,127.0
/videos/video_001.mp4,691.0,ball,"752,132,1172,132,1172,372,752,372",481,126.0
/videos/video_001.mp4,692.0,ball,"902,210,1280,210,1280,450,902,450",556,165.0
/videos/video_001.mp4,693.0,ball,"868,216,1280,216,1280,456,868,456",539,168.0
/videos/video_001.mp4,694.0,ball,"612,128,1032,128,1032,368,612,368",411,124.0
/videos/video_001.mp4,695.0,ball,"800,148,1220,148,1220,388,800,388",505,134.0
/videos/video_001.mp4,697.0,ball,"826,204,1246,204,1246,444,826,444",518,162.0
/videos/video_001.mp4,699.0,ball,"822,204,1242,204,1242,444,822,444",516,162.0
/videos/video_001.mp4,700.0,ball,"966,400,1280,400,1280,640,966,640",588,260.0
/videos/video_001.mp4,701.0,ball,"962,414,1280,414,1280,654,962,654",586,267.0
/videos/video_001.mp4,702.0,ball,"974,412,1280,412,1280,652,974,652",592,266.0
/videos/video_001.mp4,703.0,ball,"728,168,1148,168,1148,408,728,408",469,144.0
/videos/video_001.mp4,704.0,ball,"660,134,1080,134,1080,374,660,374",435,127.0
/videos/video_001.mp4,705.0,ball,"612,120,1032,120,1032,360,612,360",411,120.0
/videos/video_001.mp4,706.0,ball,"762,124,1182,124,1182,364,762,364",486,122.0
/videos/video_001.mp4,707.0,ball,"876,196,1280,196,1280,436,876,436",543,158.0
/videos/video_001.mp4,709.0,ball,"666,148,1086,148,1086,388,666,388",438,134.0
/videos/video_001.mp4,710.0,ball,"670,152,1090,152,1090,392,670,392",440,136.0
/videos/video_001.mp4,711.0,ball,"752,202,1172,202,1172,442,752,442",481,161.0
/videos/video_001.mp4,712.0,ball,"814,234,1234,234,1234,474,814,474",512,177.0
/videos/video_001.mp4,713.0,ball,"742,206,1162,206,1162,446,742,446",476,163.0
/videos/video_001.mp4,714.0,ball,"728,204,1148,204,1148,444,728,444",469,162.0
/videos/video_001.mp4,715.0,ball,"780,222,1200,222,1200,462,780,462",495,171.0
/videos/video_001.mp4,716.0,ball,"884,200,1280,200,1280,440,884,440",547,160.0
/videos/video_001.mp4,717.0,ball,"854,204,1274,204,1274,444,854,444",532,162.0
/videos/video_001.mp4,718.0,ball,"742,170,1162,170,1162,410,742,410",476,145.0
/videos/video_001.mp4,719.0,ball,"744,172,1164,172,1164,412,744,412",477,146.0
/videos/video_001.mp4,720.0,ball,"806,180,1226,180,1226,420,806,420",508,150.0
/videos/video_001.mp4,721.0,ball,"758,206,1178,206,1178,446,758,446",484,163.0
/videos/video_001.mp4,722.0,ball,"772,220,1192,220,1192,460,772,460",491,170.0
/videos/video_001.mp4,723.0,ball,"790,230,1210,230,1210,470,790,470",500,175.0
/videos/video_001.mp4,724.0,ball,"862,162,1280,162,1280,402,862,402",536,141.0
/videos/video_001.mp4,725.0,ball,"798,118,1218,118,1218,358,798,358",504,119.0
/videos/video_001.mp4,726.0,ball,"742,102,1162,102,1162,342,742,342",476,111.0
/videos/video_001.mp4,727.0,ball,"640,136,1060,136,1060,376,640,376",425,128.0
/videos/video_001.mp4,728.0,ball,"620,126,1040,126,1040,366,620,366",415,123.0
/videos/video_001.mp4,729.0,ball,"640,130,1060,130,1060,370,640,370",425,125.0
/videos/video_001.mp4,730.0,ball,"628,132,1048,132,1048,372,628,372",419,126.0
/videos/video_001.mp4,731.0,ball,"626,134,1046,134,1046,374,626,374",418,127.0
/videos/video_001.mp4,732.0,ball,"632,134,1052,134,1052,374,632,374",421,127.0
/videos/video_001.mp4,733.0,ball,"836,178,1256,178,1256,418,836,418",523,149.0
/videos/video_001.mp4,734.0,ball,"662,114,1082,114,1082,354,662,354",436,117.0
/videos/video_001.mp4,735.0,ball,"644,104,1064,104,1064,344,644,344",427,112.0
/videos/video_001.mp4,736.0,ball,"768,118,1188,118,1188,358,768,358",489,119.0
/videos/video_001.mp4,737.0,ball,"852,194,1272,194,1272,434,852,434",531,157.0
/videos/video_001.mp4,738.0,ball,"818,186,1238,186,1238,426,818,426",514,153.0
/videos/video_001.mp4,739.0,ball,"624,102,1044,102,1044,342,624,342",417,111.0
/videos/video_001.mp4,740.0,ball,"768,204,1188,204,1188,444,768,444",489,162.0
/videos/video_001.mp4,741.0,ball,"766,234,1186,234,1186,474,766,474",488,177.0
/videos/video_001.mp4,742.0,ball,"766,222,1186,222,1186,462,766,462",488,171.0
/videos/video_001.mp4,743.0,ball,"768,224,1188,224,1188,464,768,464",489,172.0
/videos/video_001.mp4,744.0,ball,"824,178,1244,178,1244,418,824,418",517,149.0
/videos/video_001.mp4,745.0,ball,"750,120,1170,120,1170,360,750,360",480,120.0
/videos/video_001.mp4,746.0,ball,"708,98,1128,98,1128,338,708,338",459,109.0
/videos/video_001.mp4,747.0,ball,"656,108,1076,108,1076,348,656,348",433,114.0
/videos/video_001.mp4,748.0,ball,"652,126,1072,126,1072,366,652,366",431,123.0
/videos/video_001.mp4,749.0,ball,"662,126,1082,126,1082,366,662,366",436,123.0
/videos/video_001.mp4,750.0,ball,"670,128,1090,128,1090,368,670,368",440,124.0
/videos/video_001.mp4,751.0,ball,"716,144,1136,144,1136,384,716,384",463,132.0
/videos/video_001.mp4,752.0,ball,"832,174,1252,174,1252,414,832,414",521,147.0
/videos/video_001.mp4,753.0,ball,"818,196,1238,196,1238,436,818,436",514,158.0
/videos/video_001.mp4,754.0,ball,"720,128,1140,128,1140,368,720,368",465,124.0
/videos/video_001.mp4,755.0,ball,"690,124,1110,124,1110,364,690,364",450,122.0
/videos/video_001.mp4,756.0,ball,"642,112,1062,112,1062,352,642,352",426,116.0
/videos/video_001.mp4,757.0,ball,"632,130,1052,130,1052,370,632,370",421,125.0
/videos/video_001.mp4,758.0,ball,"642,124,1062,124,1062,364,642,364",426,122.0
/videos/video_001.mp4,759.0,ball,"642,124,1062,124,1062,364,642,364",426,122.0
/videos/video_001.mp4,760.0,ball,"636,120,1056,120,1056,360,636,360",423,120.0
/videos/video_001.mp4,761.0,ball,"536,128,956,128,956,368,536,368",373,124.0
/videos/video_001.mp4,762.0,ball,"554,132,974,132,974,372,554,372",382,126.0
/videos/video_001.mp4,763.0,ball,"498,118,918,118,918,358,498,358",354,119.0
/videos/video_001.mp4,764.0,ball,"424,114,844,114,844,354,424,354",317,117.0
/videos/video_001.mp4,765.0,ball,"420,112,840,112,840,352,420,352",315,116.0
/videos/video_001.mp4,766.0,ball,"414,114,834,114,834,354,414,354",312,117.0
/videos/video_001.mp4,767.0,ball,"422,118,842,118,842,358,422,358",316,119.0
/videos/video_001.mp4,768.0,ball,"428,114,848,114,848,354,428,354",319,117.0
/videos/video_001.mp4,769.0,ball,"420,110,840,110,840,350,420,350",315,115.0
/videos/video_001.mp4,770.0,ball,"416,112,836,112,836,352,416,352",313,116.0
/videos/video_001.mp4,771.0,ball,"424,114,844,114,844,354,424,354",317,117.0
/videos/video_001.mp4,772.0,ball,"332,104,752,104,752,344,332,344",271,112.0
/videos/video_001.mp4,773.0,ball,"318,118,738,118,738,358,318,358",264,119.0
/videos/video_001.mp4,774.0,ball,"316,126,736,126,736,366,316,366",263,123.0
/videos/video_001.mp4,775.0,ball,"408,98,828,98,828,338,408,338",309,109.0
/videos/video_001.mp4,776.0,ball,"770,78,1190,78,1190,318,770,318",490,99.0
/videos/video_001.mp4,777.0,ball,"854,196,1274,196,1274,436,854,436",532,158.0
/videos/video_001.mp4,778.0,ball,"698,102,1118,102,1118,342,698,342",454,111.0
/videos/video_001.mp4,779.0,ball,"662,114,1082,114,1082,354,662,354",436,117.0
/videos/video_001.mp4,780.0,ball,"634,108,1054,108,1054,348,634,348",422,114.0
/videos/video_001.mp4,781.0,ball,"598,98,1018,98,1018,338,598,338",404,109.0
/videos/video_001.mp4,782.0,ball,"450,78,870,78,870,318,450,318",330,99.0
/videos/video_001.mp4,783.0,ball,"448,68,868,68,868,308,448,308",329,94.0
/videos/video_001.mp4,784.0,ball,"500,78,920,78,920,318,500,318",355,99.0
/videos/video_001.mp4,785.0,ball,"514,72,934,72,934,312,514,312",362,96.0
/videos/video_001.mp4,786.0,ball,"542,94,962,94,962,334,542,334",376,107.0
/videos/video_001.mp4,787.0,ball,"530,82,950,82,950,322,530,322",370,101.0
/videos/video_001.mp4,788.0,ball,"598,98,1018,98,1018,338,598,338",404,109.0
/videos/video_001.mp4,789.0,ball,"674,118,1094,118,1094,358,674,358",442,119.0
/videos/video_001.mp4,790.0,ball,"820,200,1240,200,1240,440,820,440",515,160.0
/videos/video_001.mp4,791.0,ball,"708,128,1128,128,1128,368,708,368",459,124.0
/videos/video_001.mp4,792.0,ball,"786,152,1206,152,1206,392,786,392",498,136.0
/videos/video_001.mp4,793.0,ball,"792,160,1212,160,1212,400,792,400",501,140.0
/videos/video_001.mp4,794.0,ball,"776,162,1196,162,1196,402,776,402",493,141.0
/videos/video_001.mp4,796.0,ball,"14,270,434,270,434,510,14,510",112,195.0
/videos/video_001.mp4,797.0,ball,"0,242,394,242,394,482,0,482",92,181.0
/videos/video_001.mp4,798.0,ball,"110,142,530,142,530,382,110,382",160,131.0
/videos/video_001.mp4,799.0,ball,"112,164,532,164,532,404,112,404",161,142.0
/videos/video_001.mp4,800.0,ball,"190,152,610,152,610,392,190,392",200,136.0
/videos/video_001.mp4,801.0,ball,"268,134,688,134,688,374,268,374",239,127.0
/videos/video_001.mp4,802.0,ball,"268,134,688,134,688,374,268,374",239,127.0
/videos/video_001.mp4,803.0,ball,"292,128,712,128,712,368,292,368",251,124.0
/videos/video_001.mp4,804.0,ball,"362,92,782,92,782,332,362,332",286,106.0
/videos/video_001.mp4,805.0,ball,"484,74,904,74,904,314,484,314",347,97.0
/videos/video_001.mp4,806.0,ball,"514,66,934,66,934,306,514,306",362,93.0
/videos/video_001.mp4,807.0,ball,"546,68,966,68,966,308,546,308",378,94.0
/videos/video_001.mp4,808.0,ball,"592,84,1012,84,1012,324,592,324",401,102.0
/videos/video_001.mp4,809.0,ball,"610,86,1030,86,1030,326,610,326",410,103.0
/videos/video_001.mp4,810.0,ball,"602,92,1022,92,1022,332,602,332",406,106.0
/videos/video_001.mp4,811.0,ball,"558,84,978,84,978,324,558,324",384,102.0
/videos/video_001.mp4,812.0,ball,"482,80,902,80,902,320,482,320",346,100.0
/videos/video_001.mp4,813.0,ball,"326,68,746,68,746,308,326,308",268,94.0
/videos/video_001.mp4,814.0,ball,"266,92,686,92,686,332,266,332",238,106.0
/videos/video_001.mp4,815.0,ball,"160,116,580,116,580,356,160,356",185,118.0
/videos/video_001.mp4,816.0,ball,"116,172,536,172,536,412,116,412",163,146.0
/videos/video_001.mp4,817.0,ball,"42,296,462,296,462,536,42,536",126,208.0
/videos/video_001.mp4,818.0,ball,"66,332,486,332,486,572,66,572",138,226.0
/videos/video_001.mp4,819.0,ball,"506,358,926,358,926,598,506,598",358,239.0
/videos/video_001.mp4,820.0,ball,"878,308,1280,308,1280,548,878,548",544,214.0
/videos/video_001.mp4,821.0,ball,"958,374,1280,374,1280,614,958,614",584,247.0
/videos/video_001.mp4,822.0,ball,"954,396,1280,396,1280,636,954,636",582,258.0
/videos/video_001.mp4,823.0,ball,"894,256,1280,256,1280,496,894,496",552,188.0
/videos/video_001.mp4,824.0,ball,"784,178,1204,178,1204,418,784,418",497,149.0
/videos/video_001.mp4,825.0,ball,"686,114,1106,114,1106,354,686,354",448,117.0
/videos/video_001.mp4,826.0,ball,"648,104,1068,104,1068,344,648,344",429,112.0
/videos/video_001.mp4,827.0,ball,"578,124,998,124,998,364,578,364",394,122.0
/videos/video_001.mp4,828.0,ball,"562,118,982,118,982,358,562,358",386,119.0
/videos/video_001.mp4,829.0,ball,"558,108,978,108,978,348,558,348",384,114.0
/videos/video_001.mp4,830.0,ball,"588,92,1008,92,1008,332,588,332",399,106.0
/videos/video_001.mp4,831.0,ball,"584,90,1004,90,1004,330,584,330",397,105.0
/videos/video_001.mp4,832.0,ball,"498,178,918,178,918,418,498,418",354,149.0
/videos/video_001.mp4,833.0,ball,"370,436,790,436,790,676,370,676",290,278.0
/videos/video_001.mp4,834.0,ball,"308,442,728,442,728,682,308,682",259,281.0
/videos/video_001.mp4,835.0,ball,"568,402,988,402,988,642,568,642",389,261.0
/videos/video_001.mp4,836.0,ball,"504,384,924,384,924,624,504,624",357,252.0
/videos/video_001.mp4,837.0,ball,"130,414,550,414,550,654,130,654",170,267.0
/videos/video_001.mp4,838.0,ball,"140,496,560,496,560,720,140,720",175,308.0
/videos/video_001.mp4,839.0,ball,"594,525.3333435058594,1014,525.3333435058594,1014,720,594,720",402,322.6666717529297
/videos/video_001.mp4,840.0,ball,"758,411.3333435058594,1178,411.3333435058594,1178,651.3333435058594,758,651.3333435058594",484,265.6666717529297
/videos/video_001.mp4,841.0,ball,"506,146,926,146,926,386,506,386",358,133.0
/videos/video_001.mp4,842.0,ball,"392,104,812,104,812,344,392,344",301,112.0
/videos/video_001.mp4,843.0,ball,"398,82,818,82,818,322,398,322",304,101.0
/videos/video_001.mp4,844.0,ball,"382,84,802,84,802,324,382,324",296,102.0
/videos/video_001.mp4,845.0,ball,"422,88,842,88,842,328,422,328",316,104.0
/videos/video_001.mp4,846.0,ball,"404,102,824,102,824,342,404,342",307,111.0
/videos/video_001.mp4,847.0,ball,"546,140,966,140,966,380,546,380",378,130.0
/videos/video_001.mp4,848.0,ball,"588,228,1008,228,1008,468,588,468",399,174.0
/videos/video_001.mp4,849.0,ball,"668,456,1088,456,1088,696,668,696",439,288.0
/videos/video_001.mp4,850.0,ball,"696,565.3333435058594,1116,565.3333435058594,1116,720,696,720",453,342.6666717529297
/videos/video_001.mp4,851.0,ball,"544,549.3333435058594,964,549.3333435058594,964,720,544,720",377,334.6666717529297
/videos/video_001.mp4,852.0,ball,"334,455.3333435058594,754,455.3333435058594,754,695.3333435058594,334,695.3333435058594",272,287.6666717529297
/videos/video_001.mp4,853.0,ball,"360,205.33334350585938,780,205.33334350585938,780,445.3333435058594,360,445.3333435058594",285,162.6666717529297
/videos/video_001.mp4,854.0,ball,"378,152,798,152,798,392,378,392",294,136.0
/videos/video_001.mp4,855.0,ball,"426,146,846,146,846,386,426,386",318,133.0
/videos/video_001.mp4,856.0,ball,"456,130,876,130,876,370,456,370",333,125.0
/videos/video_001.mp4,857.0,ball,"376,194,796,194,796,434,376,434",293,157.0
/videos/video_001.mp4,858.0,ball,"186,292,606,292,606,532,186,532",198,206.0
/videos/video_001.mp4,859.0,ball,"134,408,554,408,554,648,134,648",172,264.0
/videos/video_001.mp4,860.0,ball,"70,432,490,432,490,672,70,672",140,276.0
/videos/video_001.mp4,861.0,ball,"38,330,458,330,458,570,38,570",124,225.0
/videos/video_001.mp4,862.0,ball,"16,188,436,188,436,428,16,428",113,154.0
/videos/video_001.mp4,863.0,ball,"14,182,434,182,434,422,14,422",112,151.0
/videos/video_001.mp4,864.0,ball,"48,162,468,162,468,402,48,402",129,141.0
/videos/video_001.mp4,865.0,ball,"214,104,634,104,634,344,214,344",212,112.0
/videos/video_001.mp4,866.0,ball,"210,90,630,90,630,330,210,330",210,105.0
/videos/video_001.mp4,867.0,ball,"228,92,648,92,648,332,228,332",219,106.0
/videos/video_001.mp4,868.0,ball,"286,88,706,88,706,328,286,328",248,104.0
/videos/video_001.mp4,869.0,ball,"100,160,520,160,520,400,100,400",155,140.0
/videos/video_001.mp4,870.0,ball,"154,144,574,144,574,384,154,384",182,132.0
/videos/video_001.mp4,871.0,ball,"254,216,674,216,674,456,254,456",232,168.0
/videos/video_001.mp4,872.0,ball,"414,336,834,336,834,576,414,576",312,228.0
/videos/video_001.mp4,873.0,ball,"592,290,1012,290,1012,530,592,530",401,205.0
/videos/video_001.mp4,874.0,ball,"742,276,1162,276,1162,516,742,516",476,198.0
/videos/video_001.mp4,875.0,ball,"808,214,1228,214,1228,454,808,454",509,167.0
/videos/video_001.mp4,876.0,ball,"818,196,1238,196,1238,436,818,436",514,158.0
/videos/video_001.mp4,877.0,ball,"826,196,1246,196,1246,436,826,436",518,158.0
/videos/video_001.mp4,878.0,ball,"826,204,1246,204,1246,444,826,444",518,162.0
/videos/video_001.mp4,879.0,ball,"820,216,1240,216,1240,456,820,456",515,168.0
/videos/video_001.mp4,880.0,ball,"662,114,1082,114,1082,354,662,354",436,117.0
/videos/video_001.mp4,881.0,ball,"654,102,1074,102,1074,342,654,342",432,111.0
/videos/video_001.mp4,882.0,ball,"598,100,1018,100,1018,340,598,340",404,110.0
/videos/video_001.mp4,883.0,ball,"582,98,1002,98,1002,338,582,338",396,109.0
/videos/video_001.mp4,884.0,ball,"552,90,972,90,972,330,552,330",381,105.0
/videos/video_001.mp4,885.0,ball,"426,78,846,78,846,318,426,318",318,99.0
/videos/video_001.mp4,886.0,ball,"404,120,824,120,824,360,404,360",307,120.0
/videos/video_001.mp4,887.0,ball,"308,172,728,172,728,412,308,412",259,146.0
/videos/video_001.mp4,888.0,ball,"208,240,628,240,628,480,208,480",209,180.0
/videos/video_001.mp4,889.0,ball,"200,258,620,258,620,498,200,498",205,189.0
/videos/video_001.mp4,890.0,ball,"180,266,600,266,600,506,180,506",195,193.0
/videos/video_001.mp4,891.0,ball,"144,254,564,254,564,494,144,494",177,187.0
/videos/video_001.mp4,892.0,ball,"124,240,544,240,544,480,124,480",167,180.0
/videos/video_001.mp4,893.0,ball,"104,202,524,202,524,442,104,442",157,161.0
/videos/video_001.mp4,894.0,ball,"256,114,676,114,676,354,256,354",233,117.0
/videos/video_001.mp4,895.0,ball,"254,92,674,92,674,332,254,332",232,106.0
/videos/video_001.mp4,896.0,ball,"248,116,668,116,668,356,248,356",229,118.0
/videos/video_001.mp4,897.0,ball,"160,94,580,94,580,334,160,334",185,107.0
/videos/video_001.mp4,898.0,ball,"132,96,552,96,552,336,132,336",171,108.0
/videos/video_001.mp4,899.0,ball,"120,100,540,100,540,340,120,340",165,110.0
/videos/video_001.mp4,900.0,ball,"18,168,438,168,438,408,18,408",114,144.0
/videos/video_001.mp4,901.0,ball,"12,168,432,168,432,408,12,408",111,144.0
/videos/video_001.mp4,902.0,ball,"26,142,446,142,446,382,26,382",118,131.0
/videos/video_001.mp4,903.0,ball,"110,134,530,134,530,374,110,374",160,127.0
/videos/video_001.mp4,904.0,ball,"26,150,446,150,446,390,26,390",118,135.0
/videos/video_001.mp4,905.0,ball,"100,144,520,144,520,384,100,384",155,132.0
/videos/video_001.mp4,906.0,ball,"106,150,526,150,526,390,106,390",158,135.0
/videos/video_001.mp4,907.0,ball,"106,160,526,160,526,400,106,400",158,140.0
/videos/video_001.mp4,908.0,ball,"158,126,578,126,578,366,158,366",184,123.0
/videos/video_001.mp4,909.0,ball,"214,118,634,118,634,358,214,358",212,119.0
/videos/video_001.mp4,910.0,ball,"264,108,684,108,684,348,264,348",237,114.0
/videos/video_001.mp4,911.0,ball,"282,112,702,112,702,352,282,352",246,116.0
/videos/video_001.mp4,912.0,ball,"150,198,570,198,570,438,150,438",180,159.0
/videos/video_001.mp4,913.0,ball,"174,174,594,174,594,414,174,414",192,147.0
/videos/video_001.mp4,914.0,ball,"194,152,614,152,614,392,194,392",202,136.0
/videos/video_001.mp4,915.0,ball,"252,152,672,152,672,392,252,392",231,136.0
/videos/video_001.mp4,916.0,ball,"298,146,718,146,718,386,298,386",254,133.0
/videos/video_001.mp4,917.0,ball,"534,144,954,144,954,384,534,384",372,132.0
/videos/video_001.mp4,918.0,ball,"854,288,1274,288,1274,528,854,528",532,204.0
/videos/video_001.mp4,919.0,ball,"1002,364,1280,364,1280,604,1002,604",606,242.0
/videos/video_001.mp4,920.0,ball,"976,388,1280,388,1280,628,976,628",593,254.0
/videos/video_001.mp4,921.0,ball,"976,380,1280,380,1280,620,976,620",593,250.0
/videos/video_001.mp4,922.0,ball,"970,394,1280,394,1280,634,970,634",590,257.0
